"Province","ProgramGroup","ProgramType","ProgramDetail","Date","Value"
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,55
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,0
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,0
"New Brunswick","Economic","Worker Program","Atlantic Immigration Pilot Programs",2017-11-01,10
"New Brunswick","Economic","Worker Program","Canadian Experience",2017-11-01,15
"New Brunswick","Economic","Worker Program","Caregiver",2017-11-01,0
"New Brunswick","Economic","Worker Program","Skilled Trade",2017-11-01,0
"New Brunswick","Economic","Worker Program","Skilled Worker",2017-11-01,5
"New Brunswick","Economic","Business","Self-Employed",2017-11-01,0
"New Brunswick","Economic","Business","Start-up Business",2017-11-01,0
"New Brunswick","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,115
"New Brunswick","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,15
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,0
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,0
"Quebec","Economic","Worker Program","Canadian Experience",2017-11-01,0
"Quebec","Economic","Worker Program","Caregiver",2017-11-01,85
"Quebec","Economic","Worker Program","Skilled Worker",2017-11-01,NA
"Quebec","Economic","Business","Entrepreneur",2017-11-01,0
"Quebec","Economic","Business","Investor",2017-11-01,120
"Quebec","Economic","Business","Self-Employed",2017-11-01,0
"Quebec","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,50
"Quebec","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,105
"Quebec","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,815
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,90
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,385
"Ontario","Economic","Worker Program","Agri-Food Pilot",2017-11-01,0
"Ontario","Economic","Worker Program","Canadian Experience",2017-11-01,NA
"Ontario","Economic","Worker Program","Caregiver",2017-11-01,790
"Ontario","Economic","Worker Program","Rural and Northern Immigration",2017-11-01,0
"Ontario","Economic","Worker Program","Skilled Trade",2017-11-01,20
"Ontario","Economic","Worker Program","Skilled Worker",2017-11-01,NA
"Ontario","Economic","Business","Entrepreneur",2017-11-01,0
"Ontario","Economic","Business","Investor",2017-11-01,0
"Ontario","Economic","Business","Self-Employed",2017-11-01,5
"Ontario","Economic","Business","Start-up Business",2017-11-01,0
"Ontario","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,545
"Ontario","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Ontario","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,75
"Ontario","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Ontario","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,420
"Ontario","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,NA
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,20
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,115
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,625
"Manitoba","Economic","Worker Program","Agri-Food Pilot",2017-11-01,0
"Manitoba","Economic","Worker Program","Canadian Experience",2017-11-01,40
"Manitoba","Economic","Worker Program","Caregiver",2017-11-01,5
"Manitoba","Economic","Worker Program","Rural and Northern Immigration",2017-11-01,0
"Manitoba","Economic","Worker Program","Skilled Trade",2017-11-01,0
"Manitoba","Economic","Worker Program","Skilled Worker",2017-11-01,45
"Manitoba","Economic","Business","Entrepreneur",2017-11-01,0
"Manitoba","Economic","Business","Self-Employed",2017-11-01,0
"Manitoba","Economic","Business","Start-up Business",2017-11-01,0
"Manitoba","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,420
"Manitoba","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,20
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,105
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,10
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,25
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,115
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2017-11-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2017-11-01,55
"Saskatchewan","Economic","Worker Program","Caregiver",2017-11-01,25
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2017-11-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2017-11-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2017-11-01,40
"Saskatchewan","Economic","Business","Self-Employed",2017-11-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,495
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,25
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,65
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,20
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,20
"Alberta","Economic","Worker Program","Agri-Food Pilot",2017-11-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2017-11-01,375
"Alberta","Economic","Worker Program","Caregiver",2017-11-01,440
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2017-11-01,0
"Alberta","Economic","Worker Program","Skilled Trade",2017-11-01,30
"Alberta","Economic","Worker Program","Skilled Worker",2017-11-01,280
"Alberta","Economic","Business","Entrepreneur",2017-11-01,0
"Alberta","Economic","Business","Investor",2017-11-01,0
"Alberta","Economic","Business","Self-Employed",2017-11-01,0
"Alberta","Economic","Business","Start-up Business",2017-11-01,0
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,295
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,25
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,5
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,155
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,525
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,5
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,70
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,195
"British Columbia","Economic","Worker Program","Agri-Food Pilot",2017-11-01,0
"British Columbia","Economic","Worker Program","Canadian Experience",2017-11-01,525
"British Columbia","Economic","Worker Program","Caregiver",2017-11-01,340
"British Columbia","Economic","Worker Program","Rural and Northern Immigration",2017-11-01,0
"British Columbia","Economic","Worker Program","Skilled Trade",2017-11-01,40
"British Columbia","Economic","Worker Program","Skilled Worker",2017-11-01,435
"British Columbia","Economic","Business","Entrepreneur",2017-11-01,0
"British Columbia","Economic","Business","Investor",2017-11-01,0
"British Columbia","Economic","Business","Self-Employed",2017-11-01,0
"British Columbia","Economic","Business","Start-up Business",2017-11-01,0
"British Columbia","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,560
"British Columbia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,25
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,175
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,555
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2017-11-01,15
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,90
"Yukon","Economic","Worker Program","Canadian Experience",2017-11-01,0
"Yukon","Economic","Worker Program","Caregiver",2017-11-01,0
"Yukon","Economic","Worker Program","Skilled Trade",2017-11-01,0
"Yukon","Economic","Worker Program","Skilled Worker",2017-11-01,0
"Yukon","Economic","Business","Self-Employed",2017-11-01,0
"Yukon","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,15
"Yukon","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,0
"Northwest Territories","Economic","Worker Program","Canadian Experience",2017-11-01,0
"Northwest Territories","Economic","Worker Program","Caregiver",2017-11-01,5
"Northwest Territories","Economic","Worker Program","Skilled Trade",2017-11-01,0
"Northwest Territories","Economic","Worker Program","Skilled Worker",2017-11-01,0
"Northwest Territories","Economic","Provincial Nominee Program","Provincial Nominee Program",2017-11-01,10
"Northwest Territories","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2017-11-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2017-11-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2017-11-01,0
"Nunavut","Economic","Worker Program","Canadian Experience",2017-11-01,0
"Nunavut","Economic","Worker Program","Caregiver",2017-11-01,0
"Nunavut","Economic","Worker Program","Skilled Trade",2017-11-01,0
"Nunavut","Economic","Worker Program","Skilled Worker",2017-11-01,0
"Nunavut","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2017-11-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Children",2017-11-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2017-11-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2017-11-01,0
